/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/center_2017_11_15_22_42_53_578.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/left_2017_11_15_22_42_53_578.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/right_2017_11_15_22_42_53_578.jpg,0,0,0,4.839765
/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/center_2017_11_15_22_42_53_645.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/left_2017_11_15_22_42_53_645.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/right_2017_11_15_22_42_53_645.jpg,0,0,0,4.810563
/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/center_2017_11_15_22_42_53_713.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/left_2017_11_15_22_42_53_713.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/right_2017_11_15_22_42_53_713.jpg,0,0,0,4.781538
/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/center_2017_11_15_22_42_53_780.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/left_2017_11_15_22_42_53_780.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/right_2017_11_15_22_42_53_780.jpg,0,0,0,4.74311
/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/center_2017_11_15_22_42_53_847.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/left_2017_11_15_22_42_53_847.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/right_2017_11_15_22_42_53_847.jpg,0.009802477,0,0,4.714477
/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/center_2017_11_15_22_42_53_925.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/left_2017_11_15_22_42_53_925.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/right_2017_11_15_22_42_53_925.jpg,0.0196418,0,0,4.676528
/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/center_2017_11_15_22_42_53_994.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/left_2017_11_15_22_42_53_994.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/right_2017_11_15_22_42_53_994.jpg,0.0196418,0,0,4.648292
/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/center_2017_11_15_22_42_54_063.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/left_2017_11_15_22_42_54_063.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/right_2017_11_15_22_42_54_063.jpg,0.0196418,0,0,4.610929
/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/center_2017_11_15_22_42_54_143.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/left_2017_11_15_22_42_54_143.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/right_2017_11_15_22_42_54_143.jpg,0.0196418,0,0,4.573872
/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/center_2017_11_15_22_42_54_212.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/left_2017_11_15_22_42_54_212.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/right_2017_11_15_22_42_54_212.jpg,0.00364829,0,0,4.546272
/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/center_2017_11_15_22_42_54_280.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/left_2017_11_15_22_42_54_280.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/right_2017_11_15_22_42_54_280.jpg,-0.01599352,0,0,4.509637
/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/center_2017_11_15_22_42_54_348.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/left_2017_11_15_22_42_54_348.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/right_2017_11_15_22_42_54_348.jpg,-0.02542748,0,0,4.482327
/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/center_2017_11_15_22_42_54_426.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/left_2017_11_15_22_42_54_426.jpg,/Users/alexpopovici/Documents/Learning/SDCND/CarND-Behavioral-Cloning-P3/examples/IMG/right_2017_11_15_22_42_54_426.jpg,-0.02542748,0,0,4.446281
